mes_inicio,provincia_origen,provincia_destino,viajes,viajeros,edicion
2022-02,Río Negro,San Luis,24,78,previaje 2
2022-02,Río Negro,Santa Cruz,469,1167,previaje 2
2022-02,Río Negro,Santa Fe,108,222,previaje 2
2022-02,Río Negro,Santiago del Estero,18,34,previaje 2
2022-02,Río Negro,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",135,339,previaje 2
2022-02,Río Negro,Tucumán,32,74,previaje 2
2022-02,Salta,Buenos Aires,998,2893,previaje 2
2022-02,Salta,Catamarca,24,72,previaje 2
2022-02,Salta,Chaco,18,53,previaje 2
2022-02,Salta,Chubut,79,190,previaje 2
2022-02,Salta,Ciudad Autónoma de Buenos Aires,884,1998,previaje 2
2022-02,Salta,Córdoba,582,1581,previaje 2
2022-02,Salta,Corrientes,385,1259,previaje 2
2022-02,Salta,Entre Ríos,108,296,previaje 2
2022-02,Salta,Formosa,3,10,previaje 2
2022-02,Salta,Jujuy,370,1104,previaje 2
2022-02,Salta,La Pampa,4,10,previaje 2
2022-02,Salta,La Rioja,17,43,previaje 2
2022-02,Salta,Mendoza,235,683,previaje 2
2022-02,Salta,Misiones,1021,3328,previaje 2
2022-02,Salta,Neuquén,384,1045,previaje 2
2022-02,Salta,Río Negro,426,1188,previaje 2
2022-02,Salta,Salta,741,2227,previaje 2
2022-02,Salta,San Juan,16,48,previaje 2
2022-02,Salta,San Luis,31,85,previaje 2
2022-02,Salta,Santa Cruz,173,417,previaje 2
2022-02,Salta,Santa Fe,61,151,previaje 2
2022-02,Salta,Santiago del Estero,114,423,previaje 2
2022-02,Salta,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",171,428,previaje 2
2022-02,Salta,Tucumán,95,262,previaje 2
2022-02,San Juan,Buenos Aires,1945,5119,previaje 2
2022-02,San Juan,Catamarca,11,26,previaje 2
2022-02,San Juan,Chubut,95,250,previaje 2
2022-02,San Juan,Ciudad Autónoma de Buenos Aires,257,569,previaje 2
2022-02,San Juan,Córdoba,397,1281,previaje 2
2022-02,San Juan,Corrientes,5,13,previaje 2
2022-02,San Juan,Entre Ríos,5,17,previaje 2
2022-02,San Juan,Jujuy,12,32,previaje 2
2022-02,San Juan,La Pampa,29,61,previaje 2
2022-02,San Juan,La Rioja,25,60,previaje 2
2022-02,San Juan,Mendoza,125,397,previaje 2
2022-02,San Juan,Misiones,45,128,previaje 2
2022-02,San Juan,Neuquén,110,327,previaje 2
2022-02,San Juan,Río Negro,229,672,previaje 2
2022-02,San Juan,Salta,21,48,previaje 2
2022-02,San Juan,San Juan,150,538,previaje 2
2022-02,San Juan,San Luis,129,467,previaje 2
2022-02,San Juan,Santa Cruz,110,232,previaje 2
2022-02,San Juan,Santa Fe,3,7,previaje 2
2022-02,San Juan,Santiago del Estero,5,14,previaje 2
2022-02,San Juan,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",130,268,previaje 2
2022-02,San Juan,Tucumán,7,17,previaje 2
2022-02,San Luis,Buenos Aires,1239,3341,previaje 2
2022-02,San Luis,Catamarca,7,15,previaje 2
2022-02,San Luis,Chubut,91,231,previaje 2
2022-02,San Luis,Ciudad Autónoma de Buenos Aires,202,435,previaje 2
2022-02,San Luis,Córdoba,351,1055,previaje 2
2022-02,San Luis,Corrientes,5,15,previaje 2
2022-02,San Luis,Entre Ríos,18,51,previaje 2
2022-02,San Luis,Jujuy,20,53,previaje 2
2022-02,San Luis,La Pampa,3,6,previaje 2
2022-02,San Luis,Mendoza,153,411,previaje 2
2022-02,San Luis,Misiones,194,516,previaje 2
2022-02,San Luis,Neuquén,78,220,previaje 2
2022-02,San Luis,Río Negro,455,1180,previaje 2
2022-02,San Luis,Salta,54,138,previaje 2
2022-02,San Luis,San Juan,9,24,previaje 2
2022-02,San Luis,San Luis,249,1001,previaje 2
2022-02,San Luis,Santa Cruz,145,303,previaje 2
2022-02,San Luis,Santa Fe,14,38,previaje 2
2022-02,San Luis,Santiago del Estero,10,30,previaje 2
2022-02,San Luis,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",87,183,previaje 2
2022-02,San Luis,Tucumán,8,21,previaje 2
2022-02,Santa Cruz,Buenos Aires,390,1067,previaje 2
2022-02,Santa Cruz,Catamarca,9,23,previaje 2
2022-02,Santa Cruz,Chaco,4,8,previaje 2
2022-02,Santa Cruz,Chubut,235,765,previaje 2
2022-02,Santa Cruz,Ciudad Autónoma de Buenos Aires,454,959,previaje 2
2022-02,Santa Cruz,Córdoba,272,730,previaje 2
2022-02,Santa Cruz,Corrientes,16,35,previaje 2
2022-02,Santa Cruz,Entre Ríos,30,83,previaje 2
2022-02,Santa Cruz,Formosa,9,30,previaje 2
2022-02,Santa Cruz,Jujuy,64,165,previaje 2
2022-02,Santa Cruz,La Pampa,9,40,previaje 2
2022-02,Santa Cruz,La Rioja,17,35,previaje 2
2022-02,Santa Cruz,Mendoza,57,154,previaje 2
2022-02,Santa Cruz,Misiones,54,154,previaje 2
2022-02,Santa Cruz,Neuquén,64,188,previaje 2
2022-02,Santa Cruz,Río Negro,218,698,previaje 2
2022-02,Santa Cruz,Salta,58,143,previaje 2
2022-02,Santa Cruz,San Juan,10,24,previaje 2
2022-02,Santa Cruz,San Luis,9,35,previaje 2
2022-02,Santa Cruz,Santa Cruz,823,2204,previaje 2
2022-02,Santa Cruz,Santa Fe,36,93,previaje 2
2022-02,Santa Cruz,Santiago del Estero,17,40,previaje 2
2022-02,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",296,783,previaje 2
2022-02,Santa Cruz,Tucumán,35,80,previaje 2
2022-02,Santa Fe,Buenos Aires,14893,44117,previaje 2
2022-02,Santa Fe,Catamarca,215,508,previaje 2
2022-02,Santa Fe,Chaco,17,46,previaje 2
2022-02,Santa Fe,Chubut,1270,3072,previaje 2
2022-02,Santa Fe,Ciudad Autónoma de Buenos Aires,1152,2958,previaje 2
2022-02,Santa Fe,Córdoba,8031,24307,previaje 2
2022-02,Santa Fe,Corrientes,194,663,previaje 2
2022-02,Santa Fe,Entre Ríos,1060,3425,previaje 2
2022-02,Santa Fe,Formosa,8,25,previaje 2
2022-02,Santa Fe,Jujuy,1012,2735,previaje 2
2022-02,Santa Fe,La Pampa,149,428,previaje 2
2022-02,Santa Fe,La Rioja,221,527,previaje 2
2022-02,Santa Fe,Mendoza,3081,8266,previaje 2
2022-02,Santa Fe,Misiones,1482,4400,previaje 2
2022-02,Santa Fe,Neuquén,2522,7560,previaje 2
2022-02,Santa Fe,Río Negro,6650,17882,previaje 2
2022-02,Santa Fe,Salta,2125,5394,previaje 2
2022-02,Santa Fe,San Juan,70,194,previaje 2
2022-02,Santa Fe,San Luis,936,2684,previaje 2
2022-02,Santa Fe,Santa Cruz,3693,9370,previaje 2
2022-02,Santa Fe,Santa Fe,986,2769,previaje 2
2022-02,Santa Fe,Santiago del Estero,126,380,previaje 2
2022-02,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2913,7341,previaje 2
2022-02,Santa Fe,Tucumán,330,917,previaje 2
2022-02,Santiago del Estero,Buenos Aires,667,2002,previaje 2
2022-02,Santiago del Estero,Catamarca,5,19,previaje 2
2022-02,Santiago del Estero,Chubut,33,67,previaje 2
2022-02,Santiago del Estero,Ciudad Autónoma de Buenos Aires,224,542,previaje 2
2022-02,Santiago del Estero,Córdoba,272,841,previaje 2
2022-02,Santiago del Estero,Corrientes,9,32,previaje 2
2022-02,Santiago del Estero,Entre Ríos,6,20,previaje 2
2022-02,Santiago del Estero,Jujuy,27,81,previaje 2
2022-02,Santiago del Estero,La Pampa,3,10,previaje 2
2022-02,Santiago del Estero,La Rioja,5,19,previaje 2
2022-02,Santiago del Estero,Mendoza,103,243,previaje 2
2022-02,Santiago del Estero,Misiones,72,279,previaje 2
2022-02,Santiago del Estero,Neuquén,30,92,previaje 2
2022-02,Santiago del Estero,Río Negro,187,556,previaje 2
2022-02,Santiago del Estero,Salta,60,196,previaje 2
2022-02,Santiago del Estero,San Juan,7,23,previaje 2
2022-02,Santiago del Estero,San Luis,25,55,previaje 2
2022-02,Santiago del Estero,Santa Cruz,92,245,previaje 2
2022-02,Santiago del Estero,Santa Fe,17,49,previaje 2
2022-02,Santiago del Estero,Santiago del Estero,92,266,previaje 2
2022-02,Santiago del Estero,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",80,209,previaje 2
2022-02,Santiago del Estero,Tucumán,43,114,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Buenos Aires,1093,2675,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Catamarca,9,18,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chaco,50,112,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chubut,97,347,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad Autónoma de Buenos Aires,1173,2531,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,683,1696,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Corrientes,41,106,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Entre Ríos,134,379,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Formosa,18,46,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Jujuy,146,331,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",La Pampa,15,49,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",La Rioja,6,21,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Mendoza,134,353,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Misiones,122,286,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Neuquén,50,128,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Negro,142,425,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Salta,156,377,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",San Juan,43,119,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",San Luis,28,94,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,375,1002,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Fe,91,204,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santiago del Estero,17,46,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",440,1257,previaje 2
2022-02,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tucumán,75,168,previaje 2
2022-02,Tucumán,Buenos Aires,5118,14488,previaje 2
2022-02,Tucumán,Catamarca,33,96,previaje 2
2022-02,Tucumán,Chaco,7,17,previaje 2
2022-02,Tucumán,Chubut,141,324,previaje 2
2022-02,Tucumán,Ciudad Autónoma de Buenos Aires,1331,3049,previaje 2
2022-02,Tucumán,Córdoba,1104,3342,previaje 2
2022-02,Tucumán,Corrientes,64,236,previaje 2
2022-02,Tucumán,Entre Ríos,41,156,previaje 2
2022-02,Tucumán,Jujuy,250,811,previaje 2
2022-02,Tucumán,La Pampa,18,65,previaje 2
2022-02,Tucumán,La Rioja,12,37,previaje 2
2022-02,Tucumán,Mendoza,324,832,previaje 2
2022-02,Tucumán,Misiones,396,1210,previaje 2
2022-02,Tucumán,Neuquén,419,984,previaje 2
2022-02,Tucumán,Río Negro,1002,2658,previaje 2
2022-02,Tucumán,Salta,525,1547,previaje 2
2022-02,Tucumán,San Juan,22,52,previaje 2
2022-02,Tucumán,San Luis,41,114,previaje 2
2022-02,Tucumán,Santa Cruz,387,899,previaje 2
2022-02,Tucumán,Santa Fe,44,129,previaje 2
2022-02,Tucumán,Santiago del Estero,121,449,previaje 2
2022-02,Tucumán,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",403,826,previaje 2
2022-02,Tucumán,Tucumán,399,1226,previaje 2
2022-03,Buenos Aires,Buenos Aires,6454,15545,previaje 2
2022-03,Buenos Aires,Catamarca,433,1051,previaje 2
2022-03,Buenos Aires,Chaco,33,55,previaje 2
2022-03,Buenos Aires,Chubut,1222,2782,previaje 2
2022-03,Buenos Aires,Ciudad Autónoma de Buenos Aires,724,1695,previaje 2
2022-03,Buenos Aires,Córdoba,3472,8441,previaje 2
2022-03,Buenos Aires,Corrientes,237,565,previaje 2
2022-03,Buenos Aires,Entre Ríos,2404,6924,previaje 2
2022-03,Buenos Aires,Formosa,26,43,previaje 2
2022-03,Buenos Aires,Jujuy,2203,5650,previaje 2
2022-03,Buenos Aires,La Pampa,56,146,previaje 2
2022-03,Buenos Aires,La Rioja,369,798,previaje 2
2022-03,Buenos Aires,Mendoza,6487,15783,previaje 2
2022-03,Buenos Aires,Misiones,5329,14820,previaje 2
2022-03,Buenos Aires,Neuquén,3479,8616,previaje 2
2022-03,Buenos Aires,Río Negro,8847,21168,previaje 2
2022-03,Buenos Aires,Salta,4903,11822,previaje 2
2022-03,Buenos Aires,San Juan,584,1264,previaje 2
2022-03,Buenos Aires,San Luis,1247,2896,previaje 2
2022-03,Buenos Aires,Santa Cruz,7395,18040,previaje 2
2022-03,Buenos Aires,Santa Fe,141,362,previaje 2
2022-03,Buenos Aires,Santiago del Estero,572,1492,previaje 2
2022-03,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6055,14266,previaje 2
2022-03,Buenos Aires,Tucumán,856,2036,previaje 2
2022-03,Catamarca,Buenos Aires,10,22,previaje 2
2022-03,Catamarca,Catamarca,11,24,previaje 2
2022-03,Catamarca,Chubut,13,29,previaje 2
2022-03,Catamarca,Ciudad Autónoma de Buenos Aires,29,55,previaje 2
2022-03,Catamarca,Córdoba,16,49,previaje 2
2022-03,Catamarca,Jujuy,4,12,previaje 2
2022-03,Catamarca,Mendoza,8,11,previaje 2
2022-03,Catamarca,Misiones,12,36,previaje 2
2022-03,Catamarca,Río Negro,25,78,previaje 2
2022-03,Catamarca,Salta,7,22,previaje 2
2022-03,Catamarca,Santa Cruz,14,21,previaje 2
2022-03,Catamarca,Santiago del Estero,4,14,previaje 2
2022-03,Catamarca,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",15,26,previaje 2
2022-03,Chaco,Buenos Aires,94,228,previaje 2
2022-03,Chaco,Chaco,9,16,previaje 2
2022-03,Chaco,Chubut,11,14,previaje 2
2022-03,Chaco,Ciudad Autónoma de Buenos Aires,165,337,previaje 2
2022-03,Chaco,Córdoba,66,148,previaje 2
2022-03,Chaco,Corrientes,8,15,previaje 2
2022-03,Chaco,Entre Ríos,35,99,previaje 2
2022-03,Chaco,Jujuy,11,34,previaje 2
2022-03,Chaco,Mendoza,58,144,previaje 2
2022-03,Chaco,Misiones,48,121,previaje 2
2022-03,Chaco,Neuquén,42,123,previaje 2
2022-03,Chaco,Río Negro,113,275,previaje 2
2022-03,Chaco,Salta,60,142,previaje 2
2022-03,Chaco,San Luis,3,9,previaje 2
2022-03,Chaco,Santa Cruz,119,239,previaje 2
2022-03,Chaco,Santiago del Estero,11,29,previaje 2
2022-03,Chaco,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",138,256,previaje 2
2022-03,Chaco,Tucumán,5,11,previaje 2
2022-03,Chubut,Buenos Aires,191,398,previaje 2
2022-03,Chubut,Chaco,6,14,previaje 2
2022-03,Chubut,Chubut,93,242,previaje 2
2022-03,Chubut,Ciudad Autónoma de Buenos Aires,455,892,previaje 2
2022-03,Chubut,Córdoba,83,198,previaje 2
2022-03,Chubut,Corrientes,4,6,previaje 2
2022-03,Chubut,Entre Ríos,20,42,previaje 2
2022-03,Chubut,Jujuy,28,56,previaje 2
2022-03,Chubut,La Pampa,4,7,previaje 2
2022-03,Chubut,Mendoza,66,161,previaje 2
2022-03,Chubut,Misiones,121,337,previaje 2
2022-03,Chubut,Neuquén,64,166,previaje 2
2022-03,Chubut,Río Negro,85,211,previaje 2
2022-03,Chubut,Salta,100,211,previaje 2
2022-03,Chubut,San Juan,3,8,previaje 2
2022-03,Chubut,San Luis,14,33,previaje 2
2022-03,Chubut,Santa Cruz,104,200,previaje 2
2022-03,Chubut,Santa Fe,4,10,previaje 2
2022-03,Chubut,Santiago del Estero,30,56,previaje 2
2022-03,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",53,103,previaje 2
2022-03,Chubut,Tucumán,19,46,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Buenos Aires,4246,10514,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Catamarca,360,720,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Chaco,53,93,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Chubut,1007,2237,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,805,1728,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Córdoba,1908,4077,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Corrientes,251,557,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Entre Ríos,1246,3490,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Formosa,31,55,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Jujuy,1882,4680,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,La Pampa,54,128,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,La Rioja,245,556,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Mendoza,5466,13083,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Misiones,3557,9315,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Neuquén,2997,6853,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Río Negro,6967,16038,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Salta,3557,8304,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,San Juan,558,1232,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,San Luis,558,1290,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Santa Cruz,6003,13720,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Santa Fe,120,289,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Santiago del Estero,260,635,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4552,10028,previaje 2
2022-03,Ciudad Autónoma de Buenos Aires,Tucumán,831,1756,previaje 2
2022-03,Córdoba,Buenos Aires,1085,2515,previaje 2
2022-03,Córdoba,Catamarca,136,250,previaje 2
2022-03,Córdoba,Chaco,18,33,previaje 2
2022-03,Córdoba,Chubut,331,651,previaje 2
2022-03,Córdoba,Ciudad Autónoma de Buenos Aires,874,1951,previaje 2
2022-03,Córdoba,Córdoba,1283,3332,previaje 2
2022-03,Córdoba,Corrientes,66,151,previaje 2
2022-03,Córdoba,Entre Ríos,292,947,previaje 2
2022-03,Córdoba,Formosa,3,6,previaje 2
2022-03,Córdoba,Jujuy,377,946,previaje 2
2022-03,Córdoba,La Pampa,21,46,previaje 2
2022-03,Córdoba,La Rioja,40,105,previaje 2
2022-03,Córdoba,Mendoza,716,1821,previaje 2
2022-03,Córdoba,Misiones,1071,3090,previaje 2
2022-03,Córdoba,Neuquén,626,1586,previaje 2
2022-03,Córdoba,Río Negro,2772,6521,previaje 2
2022-03,Córdoba,Salta,822,1870,previaje 2
2022-03,Córdoba,San Juan,43,94,previaje 2
2022-03,Córdoba,San Luis,123,373,previaje 2
2022-03,Córdoba,Santa Cruz,2659,6073,previaje 2
2022-03,Córdoba,Santa Fe,38,116,previaje 2
2022-03,Córdoba,Santiago del Estero,133,325,previaje 2
2022-03,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2393,5340,previaje 2
2022-03,Córdoba,Tucumán,126,273,previaje 2
2022-03,Corrientes,Buenos Aires,67,150,previaje 2
2022-03,Corrientes,Catamarca,7,11,previaje 2
2022-03,Corrientes,Chaco,3,6,previaje 2
2022-03,Corrientes,Chubut,4,12,previaje 2
2022-03,Corrientes,Ciudad Autónoma de Buenos Aires,194,405,previaje 2
2022-03,Corrientes,Córdoba,27,47,previaje 2
2022-03,Corrientes,Corrientes,18,40,previaje 2
2022-03,Corrientes,Entre Ríos,69,223,previaje 2
2022-03,Corrientes,Jujuy,3,9,previaje 2
2022-03,Corrientes,La Rioja,3,6,previaje 2
2022-03,Corrientes,Mendoza,42,93,previaje 2
2022-03,Corrientes,Misiones,57,144,previaje 2
2022-03,Corrientes,Neuquén,25,54,previaje 2
2022-03,Corrientes,Río Negro,71,168,previaje 2
2022-03,Corrientes,Salta,25,80,previaje 2
2022-03,Corrientes,San Luis,6,13,previaje 2
2022-03,Corrientes,Santa Cruz,40,98,previaje 2
2022-03,Corrientes,Santa Fe,5,13,previaje 2
2022-03,Corrientes,Santiago del Estero,6,13,previaje 2
2022-03,Corrientes,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",62,127,previaje 2
2022-03,Corrientes,Tucumán,6,8,previaje 2
2022-03,Entre Ríos,Buenos Aires,247,533,previaje 2
2022-03,Entre Ríos,Catamarca,44,87,previaje 2
2022-03,Entre Ríos,Chubut,99,171,previaje 2
2022-03,Entre Ríos,Ciudad Autónoma de Buenos Aires,115,309,previaje 2
2022-03,Entre Ríos,Córdoba,197,463,previaje 2
2022-03,Entre Ríos,Corrientes,9,21,previaje 2
2022-03,Entre Ríos,Entre Ríos,1369,3442,previaje 2
2022-03,Entre Ríos,Jujuy,59,143,previaje 2
2022-03,Entre Ríos,La Rioja,22,40,previaje 2
2022-03,Entre Ríos,Mendoza,193,447,previaje 2
2022-03,Entre Ríos,Misiones,119,305,previaje 2
2022-03,Entre Ríos,Neuquén,120,274,previaje 2
2022-03,Entre Ríos,Río Negro,341,816,previaje 2
2022-03,Entre Ríos,Salta,180,403,previaje 2
2022-03,Entre Ríos,San Juan,15,39,previaje 2
2022-03,Entre Ríos,San Luis,23,45,previaje 2
2022-03,Entre Ríos,Santa Cruz,566,1337,previaje 2
2022-03,Entre Ríos,Santa Fe,24,61,previaje 2
2022-03,Entre Ríos,Santiago del Estero,6,12,previaje 2
2022-03,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",574,1285,previaje 2
2022-03,Entre Ríos,Tucumán,30,66,previaje 2
2022-03,Formosa,Buenos Aires,15,28,previaje 2
2022-03,Formosa,Ciudad Autónoma de Buenos Aires,40,97,previaje 2
2022-03,Formosa,Entre Ríos,3,8,previaje 2
2022-03,Formosa,Mendoza,6,9,previaje 2
2022-03,Formosa,Misiones,4,11,previaje 2
2022-03,Formosa,Río Negro,7,16,previaje 2
2022-03,Formosa,Salta,3,5,previaje 2
2022-03,Formosa,Santa Cruz,43,54,previaje 2
2022-03,Formosa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",31,65,previaje 2
2022-03,Jujuy,Buenos Aires,88,178,previaje 2
2022-03,Jujuy,Ciudad Autónoma de Buenos Aires,137,281,previaje 2
2022-03,Jujuy,Córdoba,167,336,previaje 2
2022-03,Jujuy,Entre Ríos,14,79,previaje 2
2022-03,Jujuy,Jujuy,64,156,previaje 2
2022-03,Jujuy,Mendoza,15,30,previaje 2
2022-03,Jujuy,Misiones,36,91,previaje 2
2022-03,Jujuy,Neuquén,11,22,previaje 2
2022-03,Jujuy,Río Negro,31,68,previaje 2
2022-03,Jujuy,Salta,51,152,previaje 2
2022-03,Jujuy,San Luis,5,5,previaje 2
2022-03,Jujuy,Santa Cruz,38,90,previaje 2
2022-03,Jujuy,Santa Fe,6,10,previaje 2
2022-03,Jujuy,Santiago del Estero,6,14,previaje 2
2022-03,Jujuy,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",37,82,previaje 2
2022-03,Jujuy,Tucumán,13,26,previaje 2
2022-03,La Pampa,Buenos Aires,26,59,previaje 2
2022-03,La Pampa,Catamarca,13,23,previaje 2
2022-03,La Pampa,Chubut,14,26,previaje 2
2022-03,La Pampa,Ciudad Autónoma de Buenos Aires,53,150,previaje 2
2022-03,La Pampa,Córdoba,26,62,previaje 2
2022-03,La Pampa,Jujuy,30,47,previaje 2
2022-03,La Pampa,La Pampa,5,22,previaje 2
2022-03,La Pampa,La Rioja,12,16,previaje 2
2022-03,La Pampa,Mendoza,42,69,previaje 2
2022-03,La Pampa,Misiones,21,56,previaje 2
2022-03,La Pampa,Neuquén,43,83,previaje 2
2022-03,La Pampa,Río Negro,39,72,previaje 2
2022-03,La Pampa,Salta,46,76,previaje 2
2022-03,La Pampa,San Juan,17,28,previaje 2
2022-03,La Pampa,San Luis,13,26,previaje 2
2022-03,La Pampa,Santa Cruz,161,356,previaje 2
2022-03,La Pampa,Santiago del Estero,6,12,previaje 2
2022-03,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",123,236,previaje 2
2022-03,La Pampa,Tucumán,5,13,previaje 2
2022-03,La Rioja,Buenos Aires,24,52,previaje 2
2022-03,La Rioja,Catamarca,7,18,previaje 2
2022-03,La Rioja,Chubut,3,8,previaje 2
2022-03,La Rioja,Ciudad Autónoma de Buenos Aires,73,186,previaje 2
2022-03,La Rioja,Córdoba,14,28,previaje 2
2022-03,La Rioja,Jujuy,3,10,previaje 2
2022-03,La Rioja,La Rioja,13,27,previaje 2
2022-03,La Rioja,Mendoza,16,39,previaje 2
2022-03,La Rioja,Misiones,3,8,previaje 2
2022-03,La Rioja,Neuquén,10,27,previaje 2
2022-03,La Rioja,Río Negro,15,29,previaje 2
2022-03,La Rioja,Salta,3,7,previaje 2
2022-03,La Rioja,San Juan,8,20,previaje 2
2022-03,La Rioja,Santa Cruz,11,23,previaje 2
2022-03,La Rioja,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",11,21,previaje 2
2022-03,Mendoza,Buenos Aires,1174,2614,previaje 2
2022-03,Mendoza,Chubut,42,96,previaje 2
2022-03,Mendoza,Ciudad Autónoma de Buenos Aires,849,1849,previaje 2
2022-03,Mendoza,Córdoba,149,372,previaje 2
2022-03,Mendoza,Entre Ríos,40,130,previaje 2
2022-03,Mendoza,Formosa,3,10,previaje 2
2022-03,Mendoza,Jujuy,29,83,previaje 2
2022-03,Mendoza,La Pampa,5,15,previaje 2
2022-03,Mendoza,La Rioja,6,14,previaje 2
2022-03,Mendoza,Mendoza,346,971,previaje 2
2022-03,Mendoza,Misiones,257,668,previaje 2
2022-03,Mendoza,Neuquén,158,453,previaje 2
2022-03,Mendoza,Río Negro,656,1516,previaje 2
2022-03,Mendoza,Salta,160,415,previaje 2
2022-03,Mendoza,San Juan,20,48,previaje 2
2022-03,Mendoza,San Luis,229,561,previaje 2
2022-03,Mendoza,Santa Cruz,347,878,previaje 2
2022-03,Mendoza,Santa Fe,10,28,previaje 2
2022-03,Mendoza,Santiago del Estero,10,38,previaje 2
2022-03,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",395,900,previaje 2
2022-03,Mendoza,Tucumán,13,30,previaje 2
2022-03,Misiones,Buenos Aires,68,146,previaje 2
2022-03,Misiones,Chubut,9,19,previaje 2
2022-03,Misiones,Ciudad Autónoma de Buenos Aires,146,293,previaje 2
2022-03,Misiones,Córdoba,19,39,previaje 2
2022-03,Misiones,Corrientes,14,25,previaje 2
2022-03,Misiones,Entre Ríos,42,113,previaje 2
2022-03,Misiones,Mendoza,80,187,previaje 2
2022-03,Misiones,Misiones,71,177,previaje 2
2022-03,Misiones,Neuquén,39,92,previaje 2
